estado,data,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,mediamovelcaso,mediamovelobito,crescimentoobito,crescimentocasos
GO,2020-02-25,0.0,0,0,0,,,,0.0
GO,2020-02-26,0.0,0,0,0,,,,0.0
GO,2020-02-27,0.0,0,0,0,,,,0.0
GO,2020-02-28,0.0,0,0,0,,,,0.0
GO,2020-02-29,0.0,0,0,0,,,,0.0
GO,2020-03-01,0.0,0,0,0,,,,0.0
GO,2020-03-02,0.0,0,0,0,,,,0.0
GO,2020-03-03,0.0,0,0,0,,,,0.0
GO,2020-03-04,0.0,0,0,0,,,,0.0
GO,2020-03-05,0.0,0,0,0,,,,0.0
GO,2020-03-06,0.0,0,0,0,,,,0.0
GO,2020-03-07,0.0,0,0,0,,,,0.0
GO,2020-03-08,0.0,0,0,0,,,,0.0
GO,2020-03-09,0.0,0,0,0,0.0,0.0,,0.0
GO,2020-03-10,0.0,0,0,0,0.0,0.0,,0.0
GO,2020-03-11,0.0,0,0,0,0.0,0.0,,0.0
GO,2020-03-12,0.0,0,0,0,0.0,0.0,,0.0
GO,2020-03-13,3.0,3,0,0,0.21428571428571427,0.0,,0.47712125471966244
GO,2020-03-14,3.0,0,0,0,0.21428571428571427,0.0,,0.47712125471966244
GO,2020-03-15,3.0,0,0,0,0.21428571428571427,0.0,,0.47712125471966244
GO,2020-03-16,3.0,0,0,0,0.21428571428571427,0.0,,0.47712125471966244
GO,2020-03-17,6.0,3,0,0,0.42857142857142855,0.0,,0.7781512503836436
GO,2020-03-18,8.0,2,0,0,0.5714285714285714,0.0,,0.9030899869919435
GO,2020-03-19,12.0,4,0,0,0.8571428571428571,0.0,,1.0791812460476249
GO,2020-03-20,15.0,3,0,0,1.0714285714285714,0.0,,1.1760912590556813
GO,2020-03-21,20.0,5,0,0,1.4285714285714286,0.0,,1.3010299956639813
GO,2020-03-22,21.0,1,0,0,1.5,0.0,,1.3222192947339193
GO,2020-03-23,23.0,2,0,0,1.6428571428571428,0.0,,1.3617278360175928
GO,2020-03-24,27.0,4,0,0,1.9285714285714286,0.0,,1.4313637641589874
GO,2020-03-25,29.0,2,0,0,2.0714285714285716,0.0,,1.462397997898956
GO,2020-03-26,39.0,10,1,1,2.7857142857142856,0.07142857142857142,inf,1.591064607026499
GO,2020-03-27,49.0,10,1,0,3.2857142857142856,0.07142857142857142,inf,1.6901960800285136
GO,2020-03-28,56.0,7,1,0,3.7857142857142856,0.07142857142857142,inf,1.7481880270062005
GO,2020-03-29,58.0,2,1,0,3.9285714285714284,0.07142857142857142,inf,1.7634279935629373
GO,2020-03-30,61.0,3,1,0,4.142857142857143,0.07142857142857142,inf,1.7853298350107671
GO,2020-03-31,65.0,4,1,0,4.214285714285714,0.07142857142857142,inf,1.8129133566428555
GO,2020-04-01,71.0,6,1,0,4.5,0.07142857142857142,inf,1.8512583487190752
GO,2020-04-02,73.0,2,1,0,4.357142857142857,0.07142857142857142,inf,1.863322860120456
GO,2020-04-03,88.0,15,2,1,5.214285714285714,0.14285714285714285,inf,1.9444826721501687
GO,2020-04-04,103.0,15,2,0,5.928571428571429,0.14285714285714285,inf,2.012837224705172
GO,2020-04-05,115.0,12,3,1,6.714285714285714,0.21428571428571427,inf,2.060697840353612
GO,2020-04-06,119.0,4,5,2,6.857142857142857,0.35714285714285715,inf,2.075546961392531
GO,2020-04-07,133.0,14,5,0,7.571428571428571,0.35714285714285715,inf,2.123851640967086
GO,2020-04-08,158.0,25,7,2,9.214285714285714,0.5,inf,2.1986570869544226
GO,2020-04-09,179.0,21,7,0,10.0,0.42857142857142855,5.0,2.2528530309798933
GO,2020-04-10,191.0,12,8,1,10.142857142857142,0.5,6.000000000000001,2.2810333672477277
GO,2020-04-11,209.0,18,10,2,10.928571428571429,0.6428571428571429,8.000000000000002,2.320146286111054
