estado,data,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,mediamovelcaso,mediamovelobito,crescimentoobito,crescimentocasos
SE,2020-04-21,92,6,5,0,6.714285714285714,0.14285714285714285,-0.75,1.9637878273455553
SE,2020-04-22,117,25,7,2,10.142857142857142,0.42857142857142855,-0.25,2.0681858617461617
SE,2020-04-23,124,7,8,1,10.857142857142858,0.5714285714285714,1.0,2.093421685162235
SE,2020-04-24,144,20,8,0,13.0,0.5714285714285714,1.0,2.1583624920952498
SE,2020-04-25,153,9,9,1,11.714285714285714,0.5714285714285714,1.0,2.184691430817599
SE,2020-04-26,159,6,9,0,10.857142857142858,0.5714285714285714,3.0,2.2013971243204513
SE,2020-04-27,197,38,10,1,15.857142857142858,0.7142857142857143,inf,2.294466226161593
SE,2020-04-28,280,83,11,1,26.857142857142858,0.8571428571428571,inf,2.4471580313422194
SE,2020-04-29,337,57,12,1,31.428571428571427,0.7142857142857143,inf,2.5276299008713385
SE,2020-04-30,447,110,12,0,46.142857142857146,0.5714285714285714,inf,2.6503075231319366
SE,2020-05-01,517,70,14,2,53.285714285714285,0.8571428571428571,inf,2.7134905430939424
SE,2020-05-02,601,84,14,0,64.0,0.7142857142857143,4.0,2.7788744720027396
SE,2020-05-03,730,129,14,0,81.57142857142857,0.7142857142857143,4.0,2.863322860120456
SE,2020-05-04,772,42,17,3,82.14285714285714,1.0,6.000000000000001,2.887617300335736
SE,2020-05-05,898,126,21,4,88.28571428571429,1.4285714285714286,9.000000000000002,2.9532763366673045
SE,2020-05-06,998,100,23,2,94.42857142857143,1.5714285714285714,2.6666666666666665,2.999130541287371
SE,2020-05-07,1214,216,25,2,109.57142857142857,1.8571428571428572,2.2500000000000004,3.0842186867392387
SE,2020-05-08,1438,224,28,3,131.57142857142858,2.0,2.5,3.1577588860468637
SE,2020-05-09,1588,150,33,5,141.0,2.7142857142857144,3.750000000000001,3.2008504980910777
SE,2020-05-10,1771,183,34,1,148.71428571428572,2.857142857142857,4.0,3.248218561190075
SE,2020-05-11,1800,29,37,3,146.85714285714286,2.857142857142857,3.0,3.255272505103306
SE,2020-05-12,2032,232,37,0,162.0,2.2857142857142856,1.6666666666666665,3.3079237036118814
SE,2020-05-13,2268,236,42,5,181.42857142857142,2.7142857142857144,2.8,3.355643050220869
SE,2020-05-14,2494,226,47,5,182.85714285714286,3.142857142857143,4.5,3.396896449142524
SE,2020-05-15,2868,374,50,3,204.28571428571428,3.142857142857143,2.6666666666666665,3.4575791469957626
SE,2020-05-16,3135,267,53,3,221.0,2.857142857142857,3.0,3.496237545166735
SE,2020-05-17,3343,208,57,4,224.57142857142858,3.2857142857142856,3.5999999999999996,3.5241363765925686
SE,2020-05-18,3566,223,59,2,252.28571428571428,3.142857142857143,2.142857142857143,3.5521813388393357
SE,2020-05-19,3967,401,63,4,276.42857142857144,3.7142857142857144,1.5999999999999999,3.5984622004741507
SE,2020-05-20,4277,310,69,6,287.0,3.857142857142857,1.4545454545454546,3.631139250256811
SE,2020-05-21,4734,457,76,7,320.0,4.142857142857143,1.2307692307692308,3.675228253593064
SE,2020-05-22,4922,188,82,6,293.42857142857144,4.571428571428571,1.2857142857142856,3.6921416093667836
SE,2020-05-23,5131,209,86,4,285.14285714285717,4.714285714285714,0.7368421052631579,3.7102020146553847
SE,2020-05-24,5314,183,93,7,281.57142857142856,5.142857142857143,0.8,3.725421550074259
SE,2020-05-25,5448,134,103,10,268.85714285714283,6.285714285714286,1.2,3.736237098904729
SE,2020-05-26,5735,287,116,13,252.57142857142858,7.571428571428571,2.3125,3.7585334222372864
SE,2020-05-27,5912,177,127,11,233.57142857142858,8.285714285714286,2.0526315789473686,3.7717344253867693
SE,2020-05-28,6156,244,135,8,203.14285714285714,8.428571428571429,1.681818181818182,3.789298611159441
SE,2020-05-29,6462,306,142,7,220.0,8.571428571428571,1.7272727272727273,3.8103669536816254
SE,2020-05-30,6805,343,149,7,239.14285714285714,9.0,2.15,3.8328281295393536
SE,2020-05-31,6999,194,158,9,240.71428571428572,9.285714285714286,1.8260869565217395,3.845035993513415
SE,2020-06-01,7233,234,166,8,255.0,9.0,1.8636363636363638,3.859318465097116
SE,2020-06-02,7555,322,172,6,260.0,8.0,1.1538461538461537,3.878234468675044
SE,2020-06-03,7989,434,180,8,296.7142857142857,7.571428571428571,0.9629629629629629,3.9024924211586036
SE,2020-06-04,8200,211,186,6,292.0,7.285714285714286,0.7586206896551723,3.9138138523837167
SE,2020-06-05,8577,377,198,12,302.14285714285717,8.0,0.7500000000000001,3.9333354100776514
SE,2020-06-06,8972,395,208,10,309.57142857142856,8.428571428571429,0.7878787878787878,3.95288926491093
SE,2020-06-07,9290,318,217,9,327.2857142857143,8.428571428571429,0.6388888888888888,3.968015713993642
SE,2020-06-08,9727,437,234,17,356.2857142857143,9.714285714285714,0.5454545454545454,3.987978915875482
SE,2020-06-09,10126,399,252,18,367.2857142857143,11.428571428571429,0.509433962264151,4.005437923050822
SE,2020-06-10,10615,489,264,12,375.14285714285717,12.0,0.44827586206896536,4.025919998502018
SE,2020-06-11,11056,441,283,19,408.0,13.857142857142858,0.6440677966101696,4.0435980300301235
SE,2020-06-12,11534,478,305,22,422.42857142857144,15.285714285714286,0.7833333333333334,4.061979947074878
SE,2020-06-13,12866,1332,316,11,556.2857142857143,15.428571428571429,0.7142857142857143,4.109443547064349
SE,2020-06-14,13968,1102,330,14,668.2857142857143,16.142857142857142,0.7384615384615383,4.1451342263614945
SE,2020-06-15,15675,1707,352,22,849.7142857142857,16.857142857142858,0.873015873015873,4.195207549502754
SE,2020-06-16,16310,635,364,12,883.4285714285714,16.0,1.0,4.212453961040276
SE,2020-06-17,16807,497,383,19,884.5714285714286,17.0,1.2452830188679247,4.225490200071284
SE,2020-06-18,17338,531,400,17,897.4285714285714,16.714285714285715,1.2941176470588238,4.238998998615434
SE,2020-06-19,17808,470,426,26,896.2857142857143,17.285714285714285,1.1607142857142856,4.250615146990633
SE,2020-06-20,18449,641,448,22,797.5714285714286,18.857142857142858,1.2372881355932204,4.265972830860834
SE,2020-06-21,18985,536,462,14,716.7142857142857,18.857142857142858,1.2372881355932204,4.278410601475816
SE,2020-06-22,19384,399,491,29,529.8571428571429,19.857142857142858,1.0441176470588238,4.28744340112945
SE,2020-06-23,19883,499,511,20,510.42857142857144,21.0,0.8374999999999999,4.298481912513483
SE,2020-06-24,20353,470,524,13,506.57142857142856,20.142857142857142,0.6785714285714285,4.308628432599053
SE,2020-06-25,21081,728,554,30,534.7142857142857,22.0,0.5876288659793814,4.323891208256881
SE,2020-06-26,21908,827,579,25,585.7142857142857,21.857142857142858,0.4299065420560747,4.340602732256747
SE,2020-06-27,23319,1411,605,26,695.7142857142857,22.428571428571427,0.45370370370370355,4.36770992242515
SE,2020-06-28,24421,1102,620,15,776.5714285714286,22.571428571428573,0.39823008849557534,4.387763443621557
SE,2020-06-29,24817,396,653,33,776.1428571428571,23.142857142857142,0.37288135593220334,4.394749280700504
SE,2020-06-30,25411,594,676,23,789.7142857142857,23.571428571428573,0.4732142857142858,4.405021756193085
SE,2020-07-01,25915,504,701,25,794.5714285714286,25.285714285714285,0.4873949579831932,4.41355121317555
SE,2020-07-02,26612,697,725,24,790.1428571428571,24.428571428571427,0.46153846153846134,4.425077514774012
SE,2020-07-03,28186,1574,764,39,896.8571428571429,26.428571428571427,0.5289256198347108,4.450033447592529
SE,2020-07-04,29761,1575,783,19,920.2857142857143,25.428571428571427,0.34848484848484834,4.473647519857224
SE,2020-07-05,30217,456,798,15,828.0,25.428571428571427,0.34848484848484834,4.480251344578787
SE,2020-07-06,30718,501,826,28,843.0,24.714285714285715,0.2446043165467626,4.487392936058712
SE,2020-07-07,31640,922,851,25,889.8571428571429,25.0,0.19047619047619047,4.500236474825639
SE,2020-07-08,32490,850,875,24,939.2857142857143,24.857142857142858,0.23404255319148942,4.511749711344983
SE,2020-07-09,33416,926,901,26,972.0,25.142857142857142,0.14285714285714282,4.523954462257064
SE,2020-07-10,34713,1297,931,30,932.4285714285714,23.857142857142858,0.0915032679738562,4.540492148305367
SE,2020-07-11,36046,1333,954,23,897.8571428571429,24.428571428571427,0.089171974522293,4.556857078367216
SE,2020-07-12,37631,1585,984,30,1059.142857142857,26.571428571428573,0.17721518987341772,4.575545759343288
SE,2020-07-13,38221,590,1012,28,1071.857142857143,26.571428571428573,0.14814814814814825,4.582302045586616
SE,2020-07-14,39167,946,1033,21,1075.2857142857142,26.0,0.10303030303030296,4.592920307995615
SE,2020-07-15,40139,972,1054,21,1092.7142857142858,25.571428571428573,0.011299435028248688,4.603566548522873
SE,2020-07-16,41226,1087,1071,17,1115.7142857142858,24.285714285714285,-0.005847953216374249,4.615171198924552
SE,2020-07-17,41888,662,1088,17,1025.0,22.428571428571427,-0.15135135135135136,4.622089624870662
SE,2020-07-18,43072,1184,1111,23,1003.7142857142857,22.428571428571427,-0.11797752808988765,4.634195038207864
SE,2020-07-19,45243,2171,1125,14,1087.4285714285713,20.142857142857142,-0.20786516853932582,4.6555513946674
SE,2020-07-20,46059,816,1156,31,1119.7142857142858,20.571428571428573,-0.16763005780346818,4.663314504640014
SE,2020-07-21,47110,1051,1182,26,1134.7142857142858,21.285714285714285,-0.1485714285714286,4.673113104238234
SE,2020-07-22,48140,1030,1211,29,1143.0,22.428571428571427,-0.09770114942528743,4.6825060859390115
SE,2020-07-23,49397,1257,1247,36,1167.2857142857142,25.142857142857142,0.0,4.69370057396396
SE,2020-07-24,51132,1735,1284,37,1320.5714285714287,28.0,0.17365269461077842,4.708692780248078
SE,2020-07-25,52264,1132,1303,19,1313.142857142857,27.428571428571427,0.12280701754385966,4.718202645181756
SE,2020-07-26,52603,339,1314,11,1051.4285714285713,27.0,0.016129032258064457,4.721010513094664
SE,2020-07-27,53612,1009,1340,26,1079.0,26.285714285714285,-0.010752688172043105,4.729262008918315
SE,2020-07-28,55009,1397,1359,19,1128.4285714285713,25.285714285714285,-0.02747252747252751,4.740433750050123
RS,2020-02-25,0,0,0,0,,,,0.0
RS,2020-02-26,0,0,0,0,,,,0.0
RS,2020-02-27,0,0,0,0,,,,0.0
RS,2020-02-28,0,0,0,0,,,,0.0
RS,2020-02-29,0,0,0,0,,,,0.0
RS,2020-03-01,0,0,0,0,,,,0.0
RS,2020-03-02,0,0,0,0,0.0,0.0,,0.0
RS,2020-03-03,0,0,0,0,0.0,0.0,,0.0
RS,2020-03-04,0,0,0,0,0.0,0.0,,0.0
RS,2020-03-05,0,0,0,0,0.0,0.0,,0.0
RS,2020-03-06,0,0,0,0,0.0,0.0,,0.0
RS,2020-03-07,0,0,0,0,0.0,0.0,,0.0
RS,2020-03-08,0,0,0,0,0.0,0.0,,0.0
RS,2020-03-09,0,0,0,0,0.0,0.0,,0.0
RS,2020-03-10,1,1,0,0,0.14285714285714285,0.0,,0.0
RS,2020-03-11,2,1,0,0,0.2857142857142857,0.0,,0.3010299956639812
RS,2020-03-12,4,2,0,0,0.5714285714285714,0.0,,0.6020599913279624
RS,2020-03-13,4,0,0,0,0.5714285714285714,0.0,,0.6020599913279624
RS,2020-03-14,6,2,0,0,0.8571428571428571,0.0,,0.7781512503836436
RS,2020-03-15,6,0,0,0,0.8571428571428571,0.0,,0.7781512503836436
RS,2020-03-16,6,0,0,0,0.8571428571428571,0.0,,0.7781512503836436
RS,2020-03-17,10,4,0,0,1.2857142857142858,0.0,,1.0
RS,2020-03-18,19,9,0,0,2.4285714285714284,0.0,,1.2787536009528289
RS,2020-03-19,28,9,0,0,3.4285714285714284,0.0,,1.4471580313422192
RS,2020-03-20,37,9,0,0,4.714285714285714,0.0,,1.568201724066995
RS,2020-03-21,60,23,0,0,7.714285714285714,0.0,,1.7781512503836436
RS,2020-03-22,72,12,0,0,9.428571428571429,0.0,,1.8573324964312685
RS,2020-03-23,86,14,0,0,11.428571428571429,0.0,,1.9344984512435677
RS,2020-03-24,98,12,0,0,12.571428571428571,0.0,,1.9912260756924949
RS,2020-03-25,123,25,1,1,14.857142857142858,0.14285714285714285,inf,2.089905111439398
RS,2020-03-26,168,45,1,0,20.0,0.14285714285714285,inf,2.225309281725863
RS,2020-03-27,195,27,2,1,22.571428571428573,0.2857142857142857,inf,2.290034611362518
RS,2020-03-28,197,2,2,0,19.571428571428573,0.2857142857142857,inf,2.294466226161593
RS,2020-03-29,226,29,2,0,22.0,0.2857142857142857,inf,2.3541084391474008
RS,2020-03-30,241,15,3,1,22.142857142857142,0.42857142857142855,inf,2.3820170425748683
RS,2020-03-31,274,33,4,1,25.142857142857142,0.5714285714285714,inf,2.437750562820388
RS,2020-04-01,306,32,4,0,26.142857142857142,0.42857142857142855,inf,2.48572142648158
RS,2020-04-02,334,28,5,1,23.714285714285715,0.5714285714285714,inf,2.5237464668115646
RS,2020-04-03,396,62,5,0,28.714285714285715,0.42857142857142855,inf,2.597695185925512
RS,2020-04-04,410,14,6,1,30.428571428571427,0.5714285714285714,inf,2.6127838567197355
RS,2020-04-05,418,8,7,1,27.428571428571427,0.7142857142857143,inf,2.621176281775035
RS,2020-04-06,481,63,7,0,34.285714285714285,0.5714285714285714,inf,2.682145076373832
RS,2020-04-07,508,27,8,1,33.42857142857143,0.5714285714285714,inf,2.7058637122839193
RS,2020-04-08,555,47,9,1,35.57142857142857,0.7142857142857143,4.0,2.7442929831226763
RS,2020-04-09,618,63,12,3,40.57142857142857,1.0,6.000000000000001,2.790988475088816
RS,2020-04-10,636,18,14,2,34.285714285714285,1.2857142857142858,3.5,2.803457115648414
RS,2020-04-11,640,4,15,1,32.857142857142854,1.2857142857142858,3.5,2.806179973983887
RS,2020-04-12,653,13,16,1,33.57142857142857,1.2857142857142858,3.5,2.814913181275074
RS,2020-04-13,664,11,16,0,26.142857142857142,1.2857142857142858,2.0000000000000004,2.8221680793680175
RS,2020-04-14,700,36,18,2,27.428571428571427,1.4285714285714286,1.5000000000000002,2.845098040014257
RS,2020-04-15,747,47,19,1,27.428571428571427,1.4285714285714286,2.3333333333333335,2.873320601815399
RS,2020-04-16,780,33,19,0,23.142857142857142,1.0,0.7500000000000001,2.8920946026904804
RS,2020-04-17,802,22,22,3,23.714285714285715,1.1428571428571428,1.6666666666666665,2.9041743682841634
RS,2020-04-18,831,29,24,2,27.285714285714285,1.2857142857142858,1.2500000000000002,2.919601023784111
RS,2020-04-19,854,23,24,0,28.714285714285715,1.1428571428571428,0.5999999999999999,2.931457870689005
RS,2020-04-20,889,35,27,3,32.142857142857146,1.5714285714285714,1.75,2.9489017609702137
RS,2020-04-21,904,15,27,0,29.142857142857142,1.2857142857142858,1.2500000000000002,2.9561684304753633
RS,2020-04-22,923,19,27,0,25.142857142857142,1.1428571428571428,0.5999999999999999,2.965201701025912
RS,2020-04-23,994,71,29,2,30.571428571428573,1.4285714285714286,0.4285714285714286,2.997386384397313
RS,2020-04-24,1061,67,31,2,37.0,1.2857142857142858,0.0,3.025715383901341
RS,2020-04-25,1096,35,34,3,37.857142857142854,1.4285714285714286,0.11111111111111105,3.0398105541483504
RS,2020-04-26,1166,70,35,1,44.57142857142857,1.5714285714285714,0.2222222222222221,3.0666985504229953
RS,2020-04-27,1228,62,42,7,48.42857142857143,2.142857142857143,0.6666666666666665,3.089198366805149
RS,2020-04-28,1286,58,45,3,54.57142857142857,2.5714285714285716,0.8,3.109240968588203
RS,2020-04-29,1368,82,50,5,63.57142857142857,3.2857142857142856,1.2999999999999998,3.1360860973840974
RS,2020-04-30,1466,98,51,1,67.42857142857143,3.142857142857143,2.142857142857143,3.166133970305109
RS,2020-05-01,1529,63,58,7,66.85714285714286,3.857142857142857,2.3750000000000004,3.1844074854123203
RS,2020-05-02,1619,90,62,4,74.71428571428571,4.0,2.111111111111111,3.2092468487533736
RS,2020-05-03,1666,47,65,3,71.42857142857143,4.285714285714286,2.75,3.2216749970707688
RS,2020-05-04,1711,45,74,9,69.0,4.571428571428571,1.9090909090909092,3.2332500095411003
RS,2020-05-05,1815,104,79,5,75.57142857142857,4.857142857142857,2.7777777777777772,3.258876629372131
RS,2020-05-06,2050,235,87,8,97.42857142857143,5.285714285714286,3.6249999999999996,3.311753861055754
RS,2020-05-07,2129,79,90,3,94.71428571428571,5.571428571428571,2.8999999999999995,3.3281756614383227
RS,2020-05-08,2447,318,91,1,131.14285714285714,4.714285714285714,2.6666666666666665,3.388633969351789
RS,2020-05-09,2493,46,95,4,124.85714285714286,4.714285714285714,2.3,3.3967222785037734
RS,2020-05-10,2542,49,97,2,125.14285714285714,4.571428571428571,1.9090909090909092,3.4051755462179893
RS,2020-05-11,2576,34,105,8,123.57142857142857,4.428571428571429,1.0666666666666669,3.4109458586877746
RS,2020-05-12,2917,341,111,6,157.42857142857142,4.571428571428571,0.7777777777777776,3.4649364291217326
RS,2020-05-13,2917,0,111,0,123.85714285714286,3.4285714285714284,0.0434782608695652,3.4649364291217326
RS,2020-05-14,2997,80,120,9,124.0,4.285714285714286,0.36363636363636365,3.476686742945645
RS,2020-05-15,3597,600,126,6,164.28571428571428,5.0,0.2962962962962963,3.555940437818511
RS,2020-05-16,3695,98,132,6,171.71428571428572,5.285714285714286,0.3214285714285714,3.5676144427308447
RS,2020-05-17,3735,40,142,10,170.42857142857142,6.428571428571429,0.5000000000000001,3.5722906061514177
RS,2020-05-18,3735,0,144,2,165.57142857142858,5.571428571428571,0.21875,3.5722906061514177
RS,2020-05-19,3750,15,151,7,119.0,5.714285714285714,0.17647058823529424,3.574031267727719
RS,2020-05-20,4973,1223,161,10,293.7142857142857,7.142857142857143,0.3513513513513515,3.696618459232225
RS,2020-05-21,5473,500,166,5,353.7142857142857,6.571428571428571,0.1794871794871795,3.7382254481425052
RS,2020-05-22,5918,445,172,6,331.57142857142856,6.571428571428571,0.39393939393939387,3.7721749608246142
RS,2020-05-23,6336,418,176,4,377.2857142857143,6.285714285714286,0.33333333333333326,3.801815168581437
RS,2020-05-24,6470,134,180,4,390.7142857142857,5.428571428571429,0.1875000000000001,3.8109042806687006
RS,2020-05-25,6559,89,197,17,403.42857142857144,7.571428571428571,0.7096774193548385,3.816837630902035
RS,2020-05-26,6785,226,203,6,433.57142857142856,7.428571428571429,0.6250000000000001,3.831549851995756
RS,2020-05-27,7048,263,209,6,296.42857142857144,6.857142857142857,1.0,3.8480658954039915
RS,2020-05-28,8234,1186,213,4,394.42857142857144,6.714285714285714,0.5666666666666668,3.915610862661467
RS,2020-05-29,8234,0,213,0,330.85714285714283,5.857142857142857,0.17142857142857135,3.915610862661467
RS,2020-05-30,9242,1008,218,5,415.14285714285717,6.0,0.13513513513513517,3.9657659641826863
RS,2020-05-31,9332,90,224,6,408.85714285714283,6.285714285714286,-0.022222222222222282,3.969974730121715
RS,2020-06-01,9332,0,232,8,396.14285714285717,5.0,-0.10256410256410252,3.969974730121715
RS,2020-06-02,9919,587,245,13,447.7142857142857,6.0,0.049999999999999975,3.9964678902617172
RS,2020-06-03,10398,479,258,13,478.57142857142856,7.0,-0.020000000000000052,4.01694981309756
RS,2020-06-04,11010,612,265,7,396.57142857142856,7.428571428571429,0.13043478260869573,4.0417873189717515
RS,2020-06-05,11583,573,276,11,478.42857142857144,9.0,0.3695652173913044,4.063821056343712
RS,2020-06-06,12037,454,283,7,399.2857142857143,9.285714285714286,0.4772727272727274,4.080518260527118
RS,2020-06-07,12135,98,286,3,400.42857142857144,8.857142857142858,0.631578947368421,4.084039780667953
RS,2020-06-08,12250,115,291,5,416.85714285714283,8.428571428571429,0.11320754716981139,4.088136088700551
RS,2020-06-09,12802,552,301,10,411.85714285714283,8.0,0.07692307692307689,4.107277822859771
RS,2020-06-10,13619,817,316,15,460.14285714285717,8.285714285714286,0.2083333333333335,4.134145219880295
RS,2020-06-11,14168,549,323,7,451.14285714285717,8.285714285714286,0.23404255319148945,4.151308548182018
RS,2020-06-12,14384,216,337,14,400.14285714285717,8.714285714285714,0.4878048780487805,4.157879674389154
RS,2020-06-13,14627,243,344,7,370.0,8.714285714285714,0.4523809523809523,4.165155261392066
RS,2020-06-14,14661,34,350,6,360.85714285714283,9.142857142857142,0.4545454545454545,4.166163593747834
RS,2020-06-15,15438,777,360,10,455.42857142857144,9.857142857142858,0.9714285714285715,4.18859103659399
RS,2020-06-16,16471,1033,374,14,524.1428571428571,10.428571428571429,0.7380952380952381,4.216719967190278
RS,2020-06-17,17128,657,387,13,501.2857142857143,10.142857142857142,0.44897959183673464,4.233706654286382
RS,2020-06-18,17822,694,406,19,522.0,11.857142857142858,0.5961538461538461,4.250956439331893
RS,2020-06-19,18587,765,423,17,600.4285714285714,12.285714285714286,0.36507936507936517,4.269209298938935
RS,2020-06-20,19138,551,430,7,644.4285714285714,12.285714285714286,0.32307692307692304,4.28189655024606
RS,2020-06-21,19348,210,434,4,669.5714285714286,12.0,0.35483870967741926,4.286636078716418
RS,2020-06-22,19710,362,458,24,610.2857142857143,14.0,0.6610169491525423,4.294686624279443
RS,2020-06-23,20864,1154,477,19,627.5714285714286,14.714285714285714,0.8392857142857142,4.319397574051826
RS,2020-06-24,22009,1145,500,23,697.2857142857143,16.142857142857142,0.9482758620689653,4.342600310415772
RS,2020-06-25,23060,1051,500,0,748.2857142857143,13.428571428571429,0.6206896551724137,4.362859302958681
RS,2020-06-26,24114,1054,540,40,789.5714285714286,16.714285714285715,0.9180327868852461,4.382269256575679
RS,2020-06-27,25000,886,554,14,837.4285714285714,17.714285714285715,1.032786885245902,4.3979400086720375
RS,2020-06-28,25243,243,559,5,842.1428571428571,17.857142857142858,0.9531250000000001,4.402140967292468
RS,2020-06-29,25659,416,582,23,849.8571428571429,17.714285714285715,0.7971014492753623,4.409239726748785
RS,2020-06-30,26941,1282,614,32,868.1428571428571,19.571428571428573,0.8767123287671234,4.430413711892598
RS,2020-07-01,28171,1230,636,22,880.2857142857143,19.428571428571427,0.9154929577464788,4.449802263626655
RS,2020-07-02,29195,1024,663,27,876.4285714285714,23.285714285714285,0.9638554216867469,4.465308479587306
RS,2020-07-03,30371,1176,690,27,893.8571428571429,21.428571428571427,0.7441860465116277,4.482459091797488
RS,2020-07-04,31619,1248,715,25,945.5714285714286,23.0,0.8720930232558138,4.4999481305756515
RS,2020-07-05,31955,336,727,12,958.8571428571429,24.0,1.0,4.504538821884575
RS,2020-07-06,32401,446,759,32,963.1428571428571,25.285714285714285,0.8061224489795917,4.510558414150438
RS,2020-07-07,33800,1399,791,32,979.8571428571429,25.285714285714285,0.7184466019417476,4.528916700277655
RS,2020-07-08,35557,1757,825,34,1055.142857142857,27.0,0.672566371681416,4.55092511173554
RS,2020-07-09,36434,877,870,45,1034.142857142857,29.571428571428573,1.2021276595744683,4.561506853991404
RS,2020-07-10,37490,1056,919,49,1017.0,32.714285714285715,0.9572649572649572,4.57391544042155
RS,2020-07-11,38720,1230,943,24,1014.4285714285714,32.57142857142857,0.8387096774193546,4.587935348636356
RS,2020-07-12,39240,520,962,19,1040.7142857142858,33.57142857142857,0.8799999999999998,4.593728998707911
RS,2020-07-13,39656,416,995,33,1036.4285714285713,33.714285714285715,0.9032258064516129,4.5983089058970945
RS,2020-07-14,40993,1337,1060,65,1027.5714285714287,38.42857142857143,0.9635036496350364,4.612709702550948
RS,2020-07-15,42239,1246,1101,41,954.5714285714286,39.42857142857143,1.0294117647058827,4.625713627811201
RS,2020-07-16,45344,3105,1141,40,1272.857142857143,38.714285714285715,0.6625766871165645,4.656519828567366
RS,2020-07-17,46710,1366,1166,25,1317.142857142857,35.285714285714285,0.6466666666666667,4.669409867287783
RS,2020-07-18,46847,137,1229,63,1161.0,40.857142857142854,0.7763975155279502,4.670681784654704
RS,2020-07-19,47113,266,1252,23,1124.7142857142858,41.42857142857143,0.7261904761904763,4.673140759554794
RS,2020-07-20,47449,336,1285,33,1113.2857142857142,41.42857142857143,0.6384180790960453,4.676227063990744
RS,2020-07-21,49840,2391,1349,64,1263.857142857143,41.285714285714285,0.632768361581921,4.697578033651113
RS,2020-07-22,53073,3233,1397,48,1547.7142857142858,42.285714285714285,0.566137566137566,4.724873637217131
RS,2020-07-23,54841,1768,1456,59,1356.7142857142858,45.0,0.5217391304347825,4.739105365346547
RS,2020-07-24,57007,2166,1494,38,1471.0,46.857142857142854,0.4323144104803492,4.755928186807898
RS,2020-07-25,59118,2111,1554,60,1753.0,46.42857142857143,0.4254385964912282,4.771719733173371
RS,2020-07-26,59779,661,1571,17,1809.4285714285713,45.57142857142857,0.3574468085106383,4.776548645763242
RS,2020-07-27,60044,265,1611,40,1799.2857142857142,46.57142857142857,0.3813559322033897,4.778469616283805
RS,2020-07-28,62347,2303,1680,69,1786.7142857142858,47.285714285714285,0.2304832713754646,4.79481556102561
SC,2020-02-25,0,0,0,0,,,,0.0
SC,2020-02-26,0,0,0,0,,,,0.0
SC,2020-02-27,0,0,0,0,,,,0.0
SC,2020-02-28,0,0,0,0,,,,0.0
SC,2020-02-29,0,0,0,0,,,,0.0
SC,2020-03-01,0,0,0,0,,,,0.0
SC,2020-03-02,0,0,0,0,0.0,0.0,,0.0
SC,2020-03-03,0,0,0,0,0.0,0.0,,0.0
SC,2020-03-04,0,0,0,0,0.0,0.0,,0.0
SC,2020-03-05,0,0,0,0,0.0,0.0,,0.0
SC,2020-03-06,0,0,0,0,0.0,0.0,,0.0
SC,2020-03-07,0,0,0,0,0.0,0.0,,0.0
SC,2020-03-08,0,0,0,0,0.0,0.0,,0.0
SC,2020-03-09,0,0,0,0,0.0,0.0,,0.0
SC,2020-03-10,0,0,0,0,0.0,0.0,,0.0
SC,2020-03-11,0,0,0,0,0.0,0.0,,0.0
SC,2020-03-12,0,0,0,0,0.0,0.0,,0.0
SC,2020-03-13,2,2,0,0,0.2857142857142857,0.0,,0.3010299956639812
SC,2020-03-14,4,2,0,0,0.5714285714285714,0.0,,0.6020599913279624
SC,2020-03-15,6,2,0,0,0.8571428571428571,0.0,,0.7781512503836436
SC,2020-03-16,7,1,0,0,1.0,0.0,,0.8450980400142568
SC,2020-03-17,7,0,0,0,1.0,0.0,,0.8450980400142568
SC,2020-03-18,10,3,0,0,1.4285714285714286,0.0,,1.0
SC,2020-03-19,20,10,0,0,2.857142857142857,0.0,,1.3010299956639813
SC,2020-03-20,21,1,0,0,2.7142857142857144,0.0,,1.3222192947339193
SC,2020-03-21,51,30,0,0,6.714285714285714,0.0,,1.7075701760979363
SC,2020-03-22,57,6,0,0,7.285714285714286,0.0,,1.7558748556724915
SC,2020-03-23,68,11,0,0,8.714285714285714,0.0,,1.8325089127062364
SC,2020-03-24,107,39,0,0,14.285714285714286,0.0,,2.0293837776852097
SC,2020-03-25,109,2,0,0,14.142857142857142,0.0,,2.037426497940624
SC,2020-03-26,122,13,1,1,14.571428571428571,0.14285714285714285,inf,2.0863598306747484
SC,2020-03-27,149,27,1,0,18.285714285714285,0.14285714285714285,inf,2.173186268412274
SC,2020-03-28,184,35,1,0,19.0,0.14285714285714285,inf,2.2648178230095364
SC,2020-03-29,194,10,1,0,19.571428571428573,0.14285714285714285,inf,2.287801729930226
SC,2020-03-30,197,3,1,0,18.428571428571427,0.14285714285714285,inf,2.294466226161593
SC,2020-03-31,219,22,2,1,16.0,0.2857142857142857,inf,2.3404441148401185
SC,2020-04-01,235,16,2,0,18.0,0.2857142857142857,inf,2.3710678622717363
SC,2020-04-02,247,12,2,0,17.857142857142858,0.14285714285714285,inf,2.392696953259666
SC,2020-04-03,281,34,5,3,18.857142857142858,0.5714285714285714,inf,2.44870631990508
SC,2020-04-04,334,53,5,0,21.428571428571427,0.5714285714285714,inf,2.5237464668115646
SC,2020-04-05,357,23,10,5,23.285714285714285,1.2857142857142858,inf,2.552668216112193
SC,2020-04-06,379,22,10,0,26.0,1.2857142857142858,inf,2.578639209968072
